5509652,2019-06-13 01:02:03.000,2019-06-13 01:13:09.000,1059,36776,JAAR,118,18,203,36
5509656,2019-06-13 01:22:22.000,2019-06-13 01:29:28.000,296,1024,JAAR,027,18,023,18
5509660,2019-06-13 01:16:03.000,2019-06-13 01:21:09.000,1962,74082,JAAR,033,36,228,35
5509664,2019-06-13 01:09:43.000,2019-06-13 01:37:49.000,1109,20469,JAAR,284,1,073,18
5509668,2019-06-13 02:16:34.000,2019-06-13 02:18:40.000,16,14171,JAAR,070,18,020,18
5509672,2019-06-13 02:37:53.000,2019-06-13 02:47:59.000,5776,4124,JAAR,084,18,208,18
5509676,2019-06-13 02:17:13.000,2019-06-13 02:31:19.000,1929,66690,JAAR,283,35,123,35
5509680,2019-06-13 02:46:02.000,2019-06-13 02:55:08.000,974,7878,JAAR,137,35,013,18
5509684,2019-06-13 02:08:38.000,2019-06-13 02:15:44.000,5628,1273,JAAR,107,36,055,36
5509688,2019-06-13 02:45:58.000,2019-06-13 02:59:04.000,1090,63020,JAAR,001,18,283,35
5509692,2019-06-13 02:35:56.000,2019-06-13 02:49:02.000,1301,26400,JAAR,043,36,084,18
5509700,2019-06-13 03:32:06.000,2019-06-13 03:41:12.000,574,66974,JAAR,116,18,326,36
5509704,2019-06-13 03:49:55.000,2019-06-13 04:02:01.000,1289,54821,JAAR,048,35,228,36
5509708,2019-06-13 03:46:43.000,2019-06-13 03:48:49.000,3910,52204,JAAR,113,36,001,18
5509712,2019-06-13 04:48:06.000,2019-06-13 04:55:12.000,1395,42267,JAAR,055,1,116,18
5509716,2019-06-13 04:42:17.000,2019-06-13 04:56:23.000,3669,22270,JAAR,045,18,096,18
5509720,2019-06-13 04:17:36.000,2019-06-13 04:28:42.000,5774,15495,JAAR,105,36,224,35
5509728,2019-06-13 05:03:31.000,2019-06-13 05:22:37.000,3737,43103,JAAR,270,18,052,18
5509732,2019-06-13 05:36:45.000,2019-06-13 05:47:51.000,1744,68107,JAAR,121,18,237,35
5509736,2019-06-13 05:49:54.000,2019-06-13 06:06:00.000,2748,62918,JAAR,038,35,116,18
5509740,2019-06-13 05:15:21.000,2019-06-13 05:33:27.000,1423,5755,JAAR,027,18,311,36
5509752,2019-06-13 06:52:58.000,2019-06-13 07:04:04.000,2770,32674,JAAR,160,36,051,35
5509756,2019-06-13 06:19:16.000,2019-06-13 06:30:22.000,1950,61431,JAAR,071,18,160,36
5509760,2019-06-13 06:50:26.000,2019-06-13 06:59:32.000,5495,55629,JAAR,097,18,154,18
5509764,2019-06-13 06:18:48.000,2019-06-13 06:49:54.000,5347,40059,JAAR,312,36,101,18
5509768,2019-06-13 06:46:45.000,2019-06-13 07:05:51.000,847,30140,JAAR,095,35,312,36
5509772,2019-06-13 06:08:34.000,2019-06-13 06:20:40.000,5388,49079,JAAR,155,35,205,36
5509776,2019-06-13 06:04:45.000,2019-06-13 06:05:51.000,1571,47639,JAAR,009,18,009,18
5509784,2019-06-13 06:38:05.000,2019-06-13 06:40:11.000,806,10062,JAAR,266,35,263,36
5509788,2019-06-13 06:08:08.000,2019-06-13 06:09:14.000,1395,30641,JAAR,105,35,105,35
5509792,2019-06-13 06:45:46.000,2019-06-13 06:53:52.000,1664,8010,JAAR,015,18,012,18
5509796,2019-06-13 06:52:19.000,2019-06-13 07:01:25.000,5321,42062,JAAR,068,18,015,18
5509808,2019-06-13 07:20:23.000,2019-06-13 07:26:29.000,488,67722,JAAR,081,18,044,36
5509812,2019-06-13 07:20:02.000,2019-06-13 07:41:08.000,3737,54720,JAAR,052,18,212,36
5509816,2019-06-13 07:43:10.000,2019-06-13 07:44:16.000,3976,3426,JAAR,341,36,341,36
5509820,2019-06-13 07:10:41.000,2019-06-13 07:22:47.000,4084,4002,JAAR,059,36,052,18
5509828,2019-06-13 07:51:44.000,2019-06-13 08:24:50.000,5721,1804,JAAR,151,18,211,35
5509832,2019-06-13 07:42:15.000,2019-06-13 07:57:21.000,1059,55629,JAAR,203,36,269,34
5509836,2019-06-13 07:17:26.000,2019-06-13 07:35:32.000,1270,27433,JAAR,086,18,327,34
5509840,2019-06-13 07:38:49.000,2019-06-13 07:57:55.000,1962,38398,JAAR,228,35,298,36
5509844,2019-06-13 07:09:48.000,2019-06-13 07:20:54.000,1296,57812,JAAR,098,18,251,36
5509848,2019-06-13 07:14:19.000,2019-06-13 07:28:25.000,935,64807,JAAR,155,36,098,18
5509852,2019-06-13 07:28:57.000,2019-06-13 07:41:03.000,2566,33670,JAAR,067,18,145,18
5509856,2019-06-13 07:02:43.000,2019-06-13 07:03:49.000,974,74227,JAAR,054,18,067,18
5509860,2019-06-13 07:54:35.000,2019-06-13 07:59:41.000,1468,49486,JAAR,326,1,054,18
5509864,2019-06-13 07:35:08.000,2019-06-13 07:42:14.000,1045,59570,JAAR,102,18,326,1
5509872,2019-06-13 07:52:26.000,2019-06-13 08:10:32.000,1916,53319,JAAR,059,36,086,18
5509876,2019-06-13 07:41:06.000,2019-06-13 07:47:12.000,1308,9370,JAAR,117,18,151,18
5509880,2019-06-13 07:35:26.000,2019-06-13 07:40:32.000,3733,57823,JAAR,136,36,085,18
5509884,2019-06-13 07:14:46.000,2019-06-13 07:27:52.000,1592,53729,JAAR,323,36,066,18
5509892,2019-06-13 07:55:55.000,2019-06-13 07:58:01.000,5728,19194,JAAR,007,18,022,18
5509896,2019-06-13 07:41:47.000,2019-06-13 08:00:53.000,247,66922,JAAR,241,18,091,18
5509900,2019-06-13 07:10:28.000,2019-06-13 07:14:34.000,140,7517,JAAR,060,18,123,35
5509904,2019-06-13 07:07:19.000,2019-06-13 07:08:25.000,4056,53379,JAAR,036,18,036,18
5509908,2019-06-13 07:32:38.000,2019-06-13 07:44:44.000,1174,58418,JAAR,201,36,323,36
5509912,2019-06-13 07:55:59.000,2019-06-13 07:58:05.000,1797,61733,JAAR,040,18,048,35
5509916,2019-06-13 07:49:38.000,2019-06-13 07:57:44.000,3867,33355,JAAR,077,18,113,36
5509920,2019-06-13 07:32:49.000,2019-06-13 07:43:55.000,5776,12425,JAAR,208,18,060,18
5509924,2019-06-13 07:02:37.000,2019-06-13 07:14:43.000,140,30022,JAAR,123,35,208,18
5509928,2019-06-13 07:11:36.000,2019-06-13 07:30:42.000,834,9689,JAAR,328,36,066,18
5509932,2019-06-13 07:31:13.000,2019-06-13 07:40:19.000,1277,23628,JAAR,278,36,201,36
5509936,2019-06-13 07:08:42.000,2019-06-13 07:28:48.000,682,46781,JAAR,207,36,064,18
5509569,2019-06-13 00:16:15.000,2019-06-13 00:25:21.000,781,73596,JAAR,048,35,097,18
5509573,2019-06-13 00:02:13.000,2019-06-13 00:12:19.000,5595,23598,JAAR,227,35,079,18
5509577,2019-06-13 00:53:13.000,2019-06-13 00:58:19.000,1105,2704,JAAR,028,35,061,35
5509581,2019-06-13 00:56:40.000,2019-06-13 01:02:46.000,5596,56701,JAAR,101,18,028,35
5509585,2019-06-13 00:54:13.000,2019-06-13 01:01:19.000,1962,8487,JAAR,059,36,033,36
5509589,2019-06-13 00:17:18.000,2019-06-13 00:37:24.000,1045,49871,JAAR,154,18,102,18
5509597,2019-06-13 00:38:49.000,2019-06-13 00:56:55.000,1373,37781,JAAR,080,18,252,36
5509601,2019-06-13 00:16:35.000,2019-06-13 00:25:41.000,3673,51125,JAAR,053,18,021,18
5509609,2019-06-13 00:14:47.000,2019-06-13 00:29:53.000,66,29683,JAAR,138,18,100,1
5509613,2019-06-13 00:02:09.000,2019-06-13 00:19:15.000,1775,74908,JAAR,226,35,100,18
5509617,2019-06-13 00:36:49.000,2019-06-13 00:40:55.000,1149,46169,JAAR,019,18,080,18
5509621,2019-06-13 00:07:31.000,2019-06-13 00:10:37.000,770,27207,JAAR,124,18,053,18
5509625,2019-06-13 00:33:03.000,2019-06-13 01:34:09.000,1315,68142,JAAR,103,18,276,36
5509629,2019-06-13 00:54:43.000,2019-06-13 01:00:49.000,2784,48225,JAAR,154,18,305,35
5509633,2019-06-13 01:08:56.000,2019-06-13 01:11:02.000,2598,35068,JAAR,305,36,103,18
5509637,2019-06-13 01:57:27.000,2019-06-13 02:07:33.000,5619,54354,JAAR,135,18,125,35
5509641,2019-06-13 01:02:24.000,2019-06-13 01:18:30.000,145,25292,JAAR,323,35,049,18
5509645,2019-06-13 01:50:32.000,2019-06-13 01:58:38.000,1950,36459,JAAR,073,18,071,18
5509649,2019-06-13 01:56:37.000,2019-06-13 02:01:43.000,2005,52741,JAAR,149,18,109,18
5509661,2019-06-13 01:37:59.000,2019-06-13 02:03:05.000,488,22527,JAAR,207,35,081,18
5509665,2019-06-13 01:32:17.000,2019-06-13 01:40:23.000,2684,53969,JAAR,055,35,207,35
5509669,2019-06-13 02:18:17.000,2019-06-13 02:49:23.000,1569,35390,JAAR,013,18,284,1
5509681,2019-06-13 02:13:14.000,2019-06-13 02:30:20.000,5277,49601,JAAR,011,18,044,35
5509685,2019-06-13 02:43:58.000,2019-06-13 02:46:04.000,5504,36791,JAAR,117,18,055,35
5509689,2019-06-13 02:27:17.000,2019-06-13 02:43:23.000,983,74531,JAAR,204,35,154,18
5509693,2019-06-13 02:25:59.000,2019-06-13 02:27:05.000,1216,20839,JAAR,112,18,112,18
5509697,2019-06-13 02:42:40.000,2019-06-13 02:55:46.000,4005,66715,JAAR,326,36,041,18
5509701,2019-06-13 03:53:14.000,2019-06-13 03:59:20.000,1997,19192,JAAR,305,36,137,35
5509705,2019-06-13 03:05:45.000,2019-06-13 03:23:51.000,834,62111,JAAR,235,35,048,35
5509713,2019-06-13 04:25:53.000,2019-06-13 04:41:59.000,5790,58204,JAAR,065,18,113,36
5509717,2019-06-13 04:42:03.000,2019-06-13 04:56:09.000,271,51880,JAAR,237,35,065,18
5509721,2019-06-13 04:46:46.000,2019-06-13 04:51:52.000,1395,65089,JAAR,116,18,105,35
5509725,2019-06-13 05:40:16.000,2019-06-13 05:44:22.000,5790,33669,JAAR,113,36,118,18
5509729,2019-06-13 05:15:41.000,2019-06-13 05:21:47.000,1322,31785,JAAR,111,18,126,18
5509733,2019-06-13 05:18:31.000,2019-06-13 05:36:37.000,178,16482,JAAR,089,18,205,36
5509737,2019-06-13 05:27:09.000,2019-06-13 05:35:15.000,1775,56746,JAAR,100,18,270,18
5509741,2019-06-13 05:21:17.000,2019-06-13 05:33:23.000,1174,64679,JAAR,051,35,201,36
5509745,2019-06-13 05:18:30.000,2019-06-13 05:20:36.000,5277,4838,JAAR,082,18,105,36
5509749,2019-06-13 06:18:30.000,2019-06-13 06:21:36.000,983,2603,JAAR,154,18,001,18
5509753,2019-06-13 06:39:18.000,2019-06-13 07:03:24.000,1786,32582,JAAR,300,18,033,35
5509757,2019-06-13 06:10:04.000,2019-06-13 06:31:10.000,2670,64065,JAAR,134,36,082,18
5509761,2019-06-13 06:46:51.000,2019-06-13 06:52:57.000,1597,53135,JAAR,130,18,097,18
5509765,2019-06-13 06:05:19.000,2019-06-13 06:26:25.000,624,5755,JAAR,323,34,134,36
5509769,2019-06-13 06:35:49.000,2019-06-13 06:59:55.000,954,49114,JAAR,041,18,323,34
5509773,2019-06-13 06:25:51.000,2019-06-13 06:39:57.000,1950,66587,JAAR,160,36,095,35
5509777,2019-06-13 06:42:43.000,2019-06-13 07:03:49.000,1662,37950,JAAR,051,36,327,36
5509781,2019-06-13 06:08:52.000,2019-06-13 06:28:58.000,2783,11598,JAAR,327,34,130,18
5509785,2019-06-13 06:20:57.000,2019-06-13 06:26:03.000,921,25364,MAAND,134,35,059,35
5509789,2019-06-13 06:24:37.000,2019-06-13 06:37:43.000,5596,72649,JAAR,028,35,134,36
5509793,2019-06-13 06:03:57.000,2019-06-13 06:06:03.000,5619,75118,JAAR,127,36,225,35
5509797,2019-06-13 06:32:14.000,2019-06-13 06:46:20.000,1571,5403,JAAR,009,18,127,36
5509801,2019-06-13 06:46:59.000,2019-06-13 06:50:05.000,4178,8404,JAAR,059,36,148,18
5509805,2019-06-13 07:13:04.000,2019-06-13 07:28:10.000,5583,75301,JAAR,266,36,008,18
5509809,2019-06-13 07:26:22.000,2019-06-13 07:49:28.000,1818,5864,JAAR,325,35,042,18
5509813,2019-06-13 07:37:03.000,2019-06-13 07:38:09.000,4084,75089,JAAR,059,36,059,36
5509817,2019-06-13 07:49:29.000,2019-06-13 08:07:35.000,183,33009,JAAR,276,35,013,18
5509821,2019-06-13 07:40:16.000,2019-06-13 07:41:22.000,5745,41303,JAAR,043,35,043,35
5509829,2019-06-13 07:08:41.000,2019-06-13 07:28:47.000,1732,52201,JAAR,251,36,206,35
5509833,2019-06-13 07:49:48.000,2019-06-13 07:50:54.000,1781,58923,JAAR,009,18,009,18
5509837,2019-06-13 07:22:51.000,2019-06-13 07:31:57.000,5351,51782,JAAR,203,35,321,36
5509841,2019-06-13 07:37:12.000,2019-06-13 07:49:18.000,1786,29822,JAAR,033,35,069,35
5509845,2019-06-13 07:32:32.000,2019-06-13 07:38:38.000,3578,75881,JAAR,223,36,228,35
5509849,2019-06-13 07:04:17.000,2019-06-13 07:33:23.000,113,59564,JAAR,027,18,325,35
5509853,2019-06-13 07:55:40.000,2019-06-13 08:09:46.000,5314,48710,JAAR,101,1,155,36
5509857,2019-06-13 07:47:11.000,2019-06-13 07:58:17.000,682,13914,JAAR,137,36,207,36
5509861,2019-06-13 07:08:37.000,2019-06-13 07:10:43.000,1824,8845,JAAR,113,35,001,18
5509865,2019-06-13 07:58:57.000,2019-06-13 08:19:03.000,1597,16055,JAAR,097,18,331,18
5509873,2019-06-13 07:35:34.000,2019-06-13 07:39:40.000,5631,45588,JAAR,075,18,063,35
5509877,2019-06-13 07:16:02.000,2019-06-13 07:36:08.000,1975,63275,JAAR,328,36,228,36
5509885,2019-06-13 07:55:37.000,2019-06-13 07:58:43.000,5738,26785,JAAR,070,18,109,18
5509889,2019-06-13 07:53:58.000,2019-06-13 08:11:04.000,1315,68297,JAAR,276,36,137,36
5509893,2019-06-13 07:05:25.000,2019-06-13 07:19:31.000,834,33482,JAAR,048,35,328,36
5509897,2019-06-13 07:58:19.000,2019-06-13 08:11:25.000,37,49439,JAAR,136,36,117,18
5509901,2019-06-13 07:35:33.000,2019-06-13 07:44:39.000,1882,7036,JAAR,341,35,137,35
5509905,2019-06-13 07:34:23.000,2019-06-13 07:44:29.000,2799,35553,JAAR,121,18,069,36
5509909,2019-06-13 07:33:57.000,2019-06-13 07:51:03.000,486,18926,JAAR,056,18,276,36
5509913,2019-06-13 07:27:02.000,2019-06-13 07:31:08.000,561,62052,JAAR,113,36,056,18
5509917,2019-06-13 07:07:19.000,2019-06-13 07:23:25.000,5738,75770,JAAR,109,18,088,18
5509921,2019-06-13 07:56:21.000,2019-06-13 08:03:27.000,1592,13286,JAAR,066,18,007,18
5509567,2019-06-13 00:29:22.000,2019-06-13 00:33:28.000,3949,924,JAAR,079,18,120,18
5509571,2019-06-13 00:45:43.000,2019-06-13 00:50:49.000,4056,52373,JAAR,135,18,036,18
5509575,2019-06-13 00:15:48.000,2019-06-13 00:20:54.000,271,35980,JAAR,094,18,137,35
5509579,2019-06-13 00:10:34.000,2019-06-13 00:34:40.000,3910,6675,JAAR,099,18,227,35
5509583,2019-06-13 00:54:29.000,2019-06-13 01:09:35.000,4131,33078,JAAR,068,18,099,18
5509587,2019-06-13 00:59:32.000,2019-06-13 01:06:38.000,5619,22019,JAAR,092,18,048,35
5509591,2019-06-13 00:06:08.000,2019-06-13 00:09:14.000,3856,69540,JAAR,055,36,026,18
5509595,2019-06-13 00:58:46.000,2019-06-13 01:07:52.000,1696,67118,JAAR,021,18,094,18
5509599,2019-06-13 00:11:51.000,2019-06-13 00:28:57.000,1175,33865,JAAR,087,35,225,36
5509603,2019-06-13 00:17:28.000,2019-06-13 00:20:34.000,4195,77700,JAAR,151,18,012,18
5509607,2019-06-13 00:33:05.000,2019-06-13 00:43:11.000,5721,60680,JAAR,124,18,151,18
5509611,2019-06-13 00:38:41.000,2019-06-13 00:51:47.000,1151,66500,JAAR,132,18,138,18
5509619,2019-06-13 00:09:02.000,2019-06-13 00:28:08.000,3635,35388,JAAR,020,18,324,35
5509623,2019-06-13 00:32:11.000,2019-06-13 00:45:17.000,5495,923,JAAR,276,36,097,18
5509627,2019-06-13 00:07:30.000,2019-06-13 00:12:36.000,4178,41768,JAAR,034,18,059,36
5509635,2019-06-13 01:52:22.000,2019-06-13 01:55:28.000,3972,27410,JAAR,049,18,025,18
5509639,2019-06-13 01:13:26.000,2019-06-13 01:31:32.000,1806,29327,JAAR,127,36,243,36
5509643,2019-06-13 01:50:06.000,2019-06-13 02:00:12.000,1525,16436,JAAR,203,36,055,36
5509647,2019-06-13 01:20:54.000,2019-06-13 01:31:00.000,954,29136,JAAR,028,36,127,36
5509651,2019-06-13 01:41:28.000,2019-06-13 01:49:34.000,5388,57985,JAAR,115,18,155,35
5509655,2019-06-13 01:48:36.000,2019-06-13 01:55:42.000,285,62827,JAAR,228,35,028,36
5509659,2019-06-13 01:52:27.000,2019-06-13 01:56:33.000,1525,25337,JAAR,055,36,149,18
5509663,2019-06-13 01:51:26.000,2019-06-13 01:54:32.000,447,68665,JAAR,123,35,033,36
5509675,2019-06-13 02:43:46.000,2019-06-13 02:44:52.000,68,60102,JAAR,044,35,044,36
5509679,2019-06-13 02:42:31.000,2019-06-13 02:43:37.000,1536,14749,JAAR,156,18,156,18
5509683,2019-06-13 02:40:31.000,2019-06-13 02:41:37.000,5728,48214,JAAR,007,18,007,18
5509687,2019-06-13 02:35:57.000,2019-06-13 02:42:03.000,3475,54609,JAAR,041,18,107,36
5509691,2019-06-13 02:46:27.000,2019-06-13 02:52:33.000,5277,71038,JAAR,044,35,082,18
